start_timestamp,end_timestamp,service_name,span_name,span_id,attributes,otel_events,level,message
2025-11-07T00:00:48.878818Z,2025-11-07T00:00:48.887301Z,com.aprid89.glow360:glow360,POST /v1/traces,01c86e8ee1978d19,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":48783,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:01:45.757138Z,2025-11-07T00:01:45.760328Z,com.aprid89.glow360:glow360,POST /v1/traces,3edfd6b197518123,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":49138,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:01:50.768712Z,2025-11-07T00:02:45.372766Z,com.aprid89.glow360:glow360,POST /v1/traces,8ea4022184b7b965,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":49493,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:02:49.696578Z,2025-11-07T00:19:21.164713Z,com.aprid89.glow360:glow360,POST /v1/traces,ee23a5147929e84a,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":49848,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:19:22.063282Z,2025-11-07T00:19:22.958242Z,com.aprid89.glow360:glow360,POST /v1/traces,d8ee382c2e9d962f,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":50203,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:36:10.918173Z,2025-11-07T00:36:10.939032Z,com.aprid89.glow360:glow360,POST /v1/traces,b7552ce1436f29d2,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":50558,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T00:51:41.740779Z,2025-11-07T00:51:41.742960Z,com.aprid89.glow360:glow360,POST /v1/traces,5b873b8053a95f48,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":50913,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:09:11.531601Z,2025-11-07T01:09:12.080403Z,com.aprid89.glow360:glow360,POST /v1/traces,fbd57c97c0de92c0,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":51268,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:00.240047Z,2025-11-07T01:10:00.435560Z,com.aprid89.glow360:glow360,POST /v1/traces,8372f308ada6cb5c,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":51623,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:05.260643Z,2025-11-07T01:10:08.508781Z,com.aprid89.glow360:glow360,POST /v1/traces,b123e635aa64d2d0,"{""emb.type"":""perf.network_request"",""error.code"":-1009,""error.message"":""The Internet connection appears to be offline."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":51978,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:10.281841Z,2025-11-07T01:10:11.227469Z,com.aprid89.glow360:glow360,POST /v1/traces,54729f38c4ff69b0,"{""emb.type"":""perf.network_request"",""http.request.body.size"":52333,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:14.500519Z,2025-11-07T01:10:15.330293Z,com.aprid89.glow360:glow360,POST /v1/traces,ffd8e3022f823ce3,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1255,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:19.511041Z,2025-11-07T01:10:19.632141Z,com.aprid89.glow360:glow360,POST /v1/traces,b4ecf0e017ed7f85,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:24.525326Z,2025-11-07T01:10:24.652626Z,com.aprid89.glow360:glow360,POST /v1/traces,342d3dc2e9dab6fa,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:29.526957Z,2025-11-07T01:10:29.646752Z,com.aprid89.glow360:glow360,POST /v1/traces,8d19bead5bd9127d,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:34.539422Z,2025-11-07T01:10:34.708756Z,com.aprid89.glow360:glow360,POST /v1/traces,58b83a3a921c3ac0,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:10:39.541490Z,2025-11-07T01:10:39.661533Z,com.aprid89.glow360:glow360,POST /v1/traces,ac2b0451f33a21f7,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:25:58.547394Z,2025-11-07T01:25:59.095995Z,com.aprid89.glow360:glow360,POST /v1/traces,713aafbbddaa832b,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:42:25.399461Z,2025-11-07T01:42:25.660534Z,com.aprid89.glow360:glow360,POST /v1/traces,2b890cd33833c946,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T01:57:49.130852Z,2025-11-07T01:57:49.413254Z,com.aprid89.glow360:glow360,POST /v1/traces,c2292018cf5eff6b,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T02:08:48.629665Z,2025-11-07T02:08:49.331236Z,com.aprid89.glow360:glow360,POST /v1/traces,84b85196e13ff639,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T02:08:53.639059Z,2025-11-07T02:08:53.765318Z,com.aprid89.glow360:glow360,POST /v1/traces,f41feb4dc708063c,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T02:24:27.231486Z,2025-11-07T02:24:27.908137Z,com.aprid89.glow360:glow360,POST /v1/traces,4ec825802ce3e7aa,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T02:42:11.934055Z,2025-11-07T02:42:12.152328Z,com.aprid89.glow360:glow360,POST /v1/traces,bec3e07b9157395f,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T02:58:29.640692Z,2025-11-07T02:58:29.889405Z,com.aprid89.glow360:glow360,POST /v1/traces,bdc4219a597c74c0,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T03:13:55.332026Z,2025-11-07T03:13:55.559266Z,com.aprid89.glow360:glow360,POST /v1/traces,f617ed261b0f2e9d,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
